employee_id,name,joining_date,department,salary
82,Anita,01/02/2022,FInance,750000.0
309,Kiran,2020-11-18,I.T,70000.0
83,Kiran,21/01/2020,Hr,45000.0
297,Meera,2021/04/20,HR,45000.0
380,Sunil,03-Jan-2018,Finance,100000.0
22,Sunil,03-24-2018,HR,45000.0
244,Divya,2023-10-05,HR,100000.0
270,Anita,07-07-2019,Finance,45000.0
321,nan,15-Nov-2019,Hr,60000.0
301,Kiran,2018-05-17,Finance,45000.0
366,Kiran,07-22-2021,FInance,
115,Rahul,2023/07/01,it,45000.0
305,Sunil,01-29-2021,finance,100000.0
316,nan,2023/01/07,it dept,100000.0
201,nan,11/09/2021,FInance,70000.0
234,Arun,19/06/2018,it dept,50000.0
250,Anita,06-11-2020,HR,
186,Anita,2022/12/31,finance,750000.0
313,nan,02/03/2019,I.T,45000.0
28,Meera,2022/10/06,Finance,45000.0
98,Anita,2021-09-29,HR,750000.0
123,Kiran,2022/10/08,IT,60000.0
85,Arun,2022/04/11,it,750000.0
18,Kiran,09-08-2018,I.T,
377,Anita,2023/05/16,HR,70000.0
132,nan,21-Jun-2023,I.T,60000.0
182,Rakesh,2021-29-04,IT,60000.0
32,Kiran,27-Mar-2022,Finance,-20000.0
316,Sunil,2020-06-10,FInance,100000.0
304,Arun,2018/07/17,I.T,
322,Divya,2020/11/30,I.T,45000.0
375,Rakesh,06-25-2022,Finance,100000.0
88,Rakesh,06-May-2022,I.T,60000.0
290,nan,10/02/2021,IT,
205,Divya,2021-05-31,Hr,100000.0
46,Rahul,04/07/2018,I.T,
271,Arun,2018-16-05,I.T,60000.0
182,Kiran,2023/12/16,HR,
303,Anita,09-23-2019,it,
24,Kiran,2019/07/24,I.T,45000.0
90,Rakesh,13-Dec-2018,FInance,750000.0
269,nan,08/09/2021,I.T,70000.0
37,Anita,2023-07-23,finance,50000.0
307,Divya,2023/03/07,I.T,
204,Rahul,2021-10-16,Hr,750000.0
261,Anita,2023/03/16,finance,70000.0
132,Rakesh,2023-26-09,Finance,750000.0
128,Rahul,2023-09-06,Finance,100000.0
171,Rakesh,26-May-2018,I.T,70000.0
262,Arun,2018-01-01,finance,100000.0
158,nan,13/03/2021,Finance,60000.0
66,Kiran,2022-03-23,it,
28,Arun,23/06/2018,FInance,60000.0
209,nan,2021-22-11,finance,60000.0
307,Divya,2019-27-03,HR,
67,Arun,2021-09-17,Hr,60000.0
306,Kiran,2022-11-05,HR,60000.0
211,nan,11/09/2019,IT,750000.0
105,Anita,2020-09-10,HR,100000.0
239,Arun,08-23-2019,HR,
113,Anita,03-13-2023,Finance,100000.0
397,nan,01/05/2018,it dept,-20000.0
118,Anita,03-Dec-2022,I.T,100000.0
359,Rakesh,2021/07/01,IT,750000.0
173,Divya,01/01/2020,Finance,45000.0
251,Meera,2019-04-07,Finance,50000.0
194,Divya,12-18-2019,IT,60000.0
323,Arun,2022/09/03,Hr,
60,Meera,23/05/2019,Finance,
8,Rahul,2023-17-08,Hr,100000.0
93,Sunil,2019/09/17,Finance,
147,Arun,2021-12-13,IT,60000.0
26,Sunil,2018-04-29,IT,50000.0
76,Sunil,2022-25-03,Finance,60000.0
373,nan,2022/12/10,it,45000.0
151,Anita,02-09-2018,it dept,50000.0
13,Meera,11-07-2022,Finance,100000.0
115,Kiran,2021-17-12,I.T,100000.0
191,nan,2021/11/04,IT,750000.0
160,Rakesh,2018-06-15,IT,750000.0
189,Arun,07-24-2021,finance,50000.0
150,nan,03-04-2023,it,-20000.0
312,nan,13/09/2019,HR,-20000.0
283,Kiran,2019-08-14,Finance,70000.0
25,Rakesh,05-Apr-2021,I.T,45000.0
260,Arun,27-Nov-2019,it dept,60000.0
247,Meera,13-Jan-2019,I.T,
28,nan,06-Mar-2021,it dept,750000.0
287,Anita,13-Sep-2020,it,45000.0
148,Rahul,08/09/2023,it,100000.0
8,Anita,2018/03/28,it dept,100000.0
86,Anita,2020-25-06,finance,750000.0
213,Rakesh,11-06-2021,Hr,50000.0
359,Rahul,06-08-2019,it,70000.0
75,Rahul,2021-27-10,Hr,50000.0
97,Anita,09-30-2022,I.T,45000.0
393,Kiran,31-Dec-2021,FInance,70000.0
217,Rahul,2022/11/27,HR,60000.0
340,Arun,2020-12-23,FInance,60000.0
321,Arun,09-Sep-2021,IT,750000.0
283,Sunil,08-01-2018,I.T,45000.0
273,Rahul,14/05/2018,it dept,60000.0
287,Rakesh,2022/07/06,finance,45000.0
225,Arun,2021-04-05,IT,
170,Rakesh,12-Oct-2020,it,60000.0
24,nan,2023-16-05,Hr,750000.0
75,Divya,17-Oct-2023,finance,-20000.0
396,Rahul,21-Apr-2020,FInance,100000.0
393,Rakesh,27/10/2022,IT,
273,Anita,2018/03/13,it dept,100000.0
267,Arun,2018/11/07,IT,100000.0
206,Anita,2022-03-12,I.T,750000.0
67,Rakesh,2018-03-10,I.T,
39,nan,2022/02/05,Hr,70000.0
219,Kiran,2020/01/02,HR,750000.0
172,nan,2019/08/24,it,750000.0
4,Rakesh,30/09/2019,Hr,-20000.0
207,Kiran,01-Aug-2022,it,100000.0
118,nan,17/02/2019,IT,70000.0
238,Rahul,12-19-2021,it dept,45000.0
308,Divya,11/07/2022,IT,70000.0
203,Rahul,2023-08-29,HR,45000.0
242,Meera,11-04-2018,it dept,100000.0
37,nan,2021-17-07,HR,-20000.0
388,nan,14/10/2018,Finance,50000.0
223,Divya,12-10-2020,it,45000.0
206,Sunil,2019-31-10,finance,
371,Rakesh,2018-01-30,it dept,
173,Meera,11-30-2020,FInance,50000.0
39,Meera,2022-07-23,I.T,
68,Kiran,2019-02-20,finance,750000.0
351,Divya,2018/04/08,it dept,750000.0
116,Rakesh,06/12/2020,Hr,60000.0
311,Sunil,2020-07-14,Hr,750000.0
346,Rahul,18-Oct-2019,IT,50000.0
305,Anita,18-Feb-2019,I.T,-20000.0
250,Arun,2019-01-26,it dept,45000.0
348,Arun,22/10/2022,finance,100000.0
95,Divya,11/08/2018,it,100000.0
300,Rakesh,03/06/2019,I.T,-20000.0
154,Divya,2023/02/18,Hr,
29,Rahul,04-20-2018,IT,70000.0
306,Kiran,2023-03-25,Hr,45000.0
192,Sunil,11/03/2018,it dept,50000.0
380,Rahul,12-Oct-2020,Finance,60000.0
388,Meera,02-14-2019,FInance,100000.0
358,Rahul,2022-07-11,IT,
218,Rakesh,2020-20-03,Hr,-20000.0
397,Kiran,2021-11-21,FInance,100000.0
113,nan,06-Jun-2023,it,-20000.0
223,Arun,27-Oct-2019,I.T,750000.0
132,Anita,09/04/2022,Finance,60000.0
7,Meera,01-03-2022,IT,45000.0
200,nan,2020-02-29,finance,-20000.0
349,Meera,08-Aug-2018,IT,45000.0
291,Rahul,05-01-2022,Hr,
295,Rahul,2022-22-02,it dept,
265,Meera,07-08-2018,finance,
211,Rahul,2023/06/10,finance,70000.0
349,Rakesh,2022-05-02,FInance,45000.0
68,Divya,2019-28-11,IT,50000.0
202,Arun,2018-05-10,finance,60000.0
20,Divya,11-16-2023,FInance,70000.0
28,Meera,2020/10/22,finance,100000.0
253,Rahul,2021/08/18,it,100000.0
196,Kiran,04-29-2022,FInance,750000.0
311,Meera,20-Jul-2020,it,70000.0
261,Rakesh,05/03/2020,IT,60000.0
254,Arun,07-Apr-2020,Hr,50000.0
232,Kiran,2018-01-18,Hr,-20000.0
132,nan,2019/03/01,FInance,100000.0
157,Divya,2020/05/22,HR,
102,Meera,07-Jul-2019,HR,
140,nan,11-04-2020,HR,-20000.0
87,Sunil,07-16-2018,IT,100000.0
292,Divya,05-Aug-2018,FInance,
50,Rahul,22-Feb-2023,Hr,100000.0
12,Anita,2022-20-09,it,45000.0
30,Meera,2020-28-06,it,100000.0
258,Meera,21/04/2018,IT,50000.0
98,Sunil,11-25-2018,finance,45000.0
209,Meera,2019/05/10,FInance,-20000.0
208,Anita,2022-03-22,FInance,750000.0
302,Meera,08-Oct-2021,it dept,-20000.0
211,nan,2019/04/02,finance,100000.0
269,Anita,08-23-2020,finance,
253,Anita,08/08/2023,it,100000.0
93,Arun,03-Dec-2018,HR,60000.0
208,Anita,2019-04-08,HR,45000.0
143,Rahul,23-Apr-2022,it dept,750000.0
326,Divya,27/12/2021,HR,100000.0
218,Sunil,2020-01-08,Hr,45000.0
19,Anita,2019/07/18,finance,-20000.0
241,nan,23-Oct-2018,finance,-20000.0
218,Kiran,18-Aug-2023,Hr,100000.0
362,nan,2020-11-02,I.T,50000.0
123,nan,08/07/2023,Hr,50000.0
392,Arun,2023-06-15,it,-20000.0
205,Meera,22/03/2020,it,50000.0
367,Kiran,2019/02/18,HR,750000.0
213,Rahul,2020-01-08,Hr,-20000.0
122,nan,2023/06/04,it,60000.0
14,Rahul,10-Jun-2021,I.T,750000.0
283,Arun,2019-08-25,I.T,-20000.0
205,Kiran,2022-09-05,IT,-20000.0
241,Rahul,08/07/2022,it,100000.0
333,Arun,2018/03/25,I.T,70000.0
291,Rahul,03-Nov-2021,I.T,50000.0
233,Divya,19/04/2018,FInance,45000.0
312,Divya,24-Dec-2018,HR,
116,Kiran,2023-16-06,I.T,750000.0
134,Sunil,10/01/2022,Finance,
312,Meera,2019-12-05,I.T,60000.0
99,Arun,2021-08-07,it,750000.0
127,Anita,2022/01/16,HR,750000.0
273,Kiran,25/10/2018,finance,750000.0
203,Divya,2021-06-09,I.T,70000.0
362,Arun,17/10/2020,it dept,50000.0
393,Anita,07-07-2018,I.T,50000.0
53,Rahul,2020-11-04,it dept,50000.0
102,Sunil,2022-09-09,Hr,
178,Kiran,16/06/2023,I.T,
228,Arun,08-26-2020,I.T,45000.0
51,Divya,14-Mar-2023,finance,100000.0
40,Anita,06-22-2023,finance,45000.0
151,Divya,2022/02/28,finance,70000.0
186,Divya,19-Oct-2019,HR,750000.0
364,nan,2022/05/18,it dept,100000.0
249,Anita,30-Aug-2023,HR,50000.0
168,Sunil,26-Jul-2023,HR,750000.0
283,Divya,2023-08-15,IT,-20000.0
75,Divya,10-24-2023,it dept,
245,Kiran,02-25-2023,it,70000.0
330,Divya,27-Jul-2019,finance,45000.0
161,Kiran,15/04/2019,HR,100000.0
125,Meera,06-Nov-2018,I.T,70000.0
89,Kiran,2019-07-10,finance,
361,Rahul,01-07-2022,HR,45000.0
207,nan,06-Oct-2018,Finance,-20000.0
288,Rahul,2019-21-09,finance,70000.0
322,Rahul,2021/08/25,it dept,45000.0
83,Divya,2022-26-05,I.T,
365,Meera,2019/05/20,HR,750000.0
28,Rahul,2021-01-07,it dept,750000.0
118,Meera,16-Mar-2018,I.T,60000.0
299,Anita,01/04/2020,it dept,
330,Arun,10-30-2018,I.T,750000.0
236,Anita,18-Sep-2020,Finance,60000.0
216,Meera,26/08/2020,FInance,
327,nan,2018/06/07,finance,45000.0
292,Arun,2020-20-05,IT,70000.0
8,Divya,2020/03/21,FInance,-20000.0
74,nan,23-Apr-2022,Hr,750000.0
107,Anita,09-24-2021,finance,-20000.0
43,Meera,08-22-2023,Finance,45000.0
21,Rakesh,2022/08/11,I.T,70000.0
312,Divya,27-Jun-2022,IT,60000.0
281,Anita,2019-22-08,HR,
361,Anita,30-Oct-2023,finance,70000.0
283,Sunil,2020-06-06,it,-20000.0
351,Anita,05/03/2018,FInance,45000.0
148,Arun,2023/09/29,I.T,100000.0
95,Sunil,10-19-2023,it,45000.0
337,Meera,03-Nov-2019,FInance,
318,Sunil,03-13-2021,Finance,45000.0
242,Kiran,02/04/2020,Hr,750000.0
51,Rakesh,29/08/2018,Finance,100000.0
186,Meera,26/02/2022,Hr,-20000.0
260,Divya,2021-11-09,it dept,45000.0
190,Arun,2018-25-11,IT,60000.0
275,Meera,05-10-2021,finance,750000.0
358,Sunil,2023/08/26,finance,45000.0
262,Rahul,2019-24-06,I.T,-20000.0
107,Sunil,01-22-2020,I.T,60000.0
68,Meera,27-Sep-2019,it,70000.0
293,Arun,25-Jan-2019,I.T,45000.0
271,Meera,2020-02-26,HR,60000.0
212,Anita,27-Nov-2021,it,70000.0
75,Kiran,01/07/2020,Finance,70000.0
362,Anita,20/12/2022,FInance,-20000.0
273,Anita,10-Jun-2021,HR,750000.0
53,Anita,2022/08/01,finance,-20000.0
39,Sunil,2022-08-07,I.T,750000.0
23,Sunil,04-Apr-2023,HR,
373,Kiran,10-13-2018,it dept,45000.0
66,Arun,09-May-2018,Hr,100000.0
114,Sunil,06-18-2018,HR,750000.0
277,Rakesh,22/01/2023,Finance,-20000.0
387,Rahul,02-23-2022,FInance,60000.0
79,Anita,2022/05/19,HR,50000.0
98,Anita,2022/05/26,finance,70000.0
87,Anita,04-Apr-2020,I.T,45000.0
312,nan,2022/05/20,it,
387,Sunil,28-Dec-2018,IT,750000.0
359,Meera,2018-08-11,IT,100000.0
365,Anita,2018/03/02,Hr,50000.0
187,Kiran,2019-10-16,HR,45000.0
31,Anita,10-26-2020,it,70000.0
283,Kiran,2023-03-10,Finance,750000.0
147,Kiran,2021/02/27,FInance,100000.0
231,Rahul,04-24-2018,it dept,70000.0
387,nan,12-May-2023,finance,
270,Arun,2019-20-02,it,750000.0
362,Arun,2018-01-29,it,70000.0
12,nan,2021-12-15,it,
265,Rahul,10-16-2023,I.T,-20000.0
301,Arun,2018-02-06,it,45000.0
67,Divya,02-03-2019,finance,45000.0
173,Arun,10-24-2022,FInance,70000.0
120,nan,2021-29-07,Hr,45000.0
271,Kiran,27/04/2022,HR,45000.0
361,Rakesh,15-Jun-2020,HR,
148,Arun,08/01/2020,finance,70000.0
355,Meera,2019-02-04,it dept,45000.0
242,nan,07-13-2023,Finance,70000.0
380,Divya,2021-06-12,Finance,45000.0
123,Kiran,2019/06/22,finance,-20000.0
82,Meera,2018/10/23,FInance,750000.0
84,Arun,17/11/2022,it dept,70000.0
84,Meera,2023-03-09,finance,-20000.0
73,Arun,01-30-2018,HR,60000.0
116,Anita,2020-14-05,finance,60000.0
